,composite_element_ref,methyl_itensity,unmethyl_intensity,detection_p_value
5414,cg05399707,270.764420262505,19140.4855224683,0.0
5415,cg05401645,208.102296706154,23189.4393791602,0.0
5416,cg05402265,238.53178155250598,8046.439379160191,0.0
5417,cg05403071,242.065736376213,11491.4393791602,0.0
5418,cg05404787,17858.4393791602,3375.4393791601897,0.0
5419,cg05406101,6726.439379160191,5236.43937916019,0.0
5420,cg05409038,752.7524499447991,34757.4855224683,0.0
5421,cg05409601,229.911371121795,9944.43937916019,0.0
5422,cg05411032,226.400638070491,13505.4393791602,0.0
5423,cg05412136,159.83392423100702,7086.439379160191,0.0
5424,cg05412531,5837.439379160191,2130.43938053363,0.0
5425,cg05413282,6298.485522468271,10188.4855224683,0.0
5426,cg05414225,546.9224896598761,21786.4855224683,0.0
5427,cg05414338,236.66170985487202,8789.43937916019,0.0
5428,cg05417615,190.04682108807498,7278.439379160191,0.0
5429,cg05417950,414.278654764831,2523.43937916096,0.0
5430,cg05417985,271.77077318582803,26975.4393791602,0.0
5431,cg05418129,865.873004925274,322.887271414324,0.0
5432,cg05418487,5489.485522468271,19259.4855224683,0.0
5433,cg05419984,1770.53195022999,3016.4855224745697,0.0
5434,cg05420896,351.31030884175203,3889.48552246827,0.0
5435,cg05421555,229.151890577922,17505.4393791602,0.0
5436,cg05421673,1312.45081923248,33011.4855224683,0.0
5437,cg05421688,8608.43937916019,16162.4393791602,0.0
5438,cg05421946,242.82070020751598,23531.4855224683,0.0
5439,cg05422352,999.075755542139,7517.439379160191,0.0
5440,cg05423257,8495.43937916019,400.00407010977995,0.0
5441,cg05428978,267.252892342382,17690.4393791602,0.0
5442,cg05429895,862.130109070408,9363.43937916019,0.0
5443,cg05432118,210.72457857141998,14300.4393791602,0.0
5444,cg05433460,2574.4393791604602,310.951178553886,0.0
5445,cg05434957,288.53518899254397,23621.4855224683,0.0
5446,cg05435853,252.57286432505,9866.43937916019,0.0
5447,cg05436231,1806.51854643983,17381.4855224683,0.0
5448,cg05436658,16520.4855224683,8324.48552246827,0.0
5449,cg05437059,14481.485522468301,11892.485522468301,0.0
5450,cg05439318,197.337485812389,11306.4393791602,0.0
5451,cg05439368,8560.48552246827,6398.485522468271,0.0
5452,cg05440218,327.91974610763697,31970.4855224683,0.0
5453,cg05440289,2376.4393791749,5597.439379160191,0.0
5454,cg05441133,18817.4855224683,373.635903502328,0.0
5455,cg05442902,14020.485522468301,24029.4855224683,0.0
5456,cg05443740,752.7524499447991,38452.4855224683,0.0
5457,cg05444024,12684.4393791602,1020.64080351069,0.0
5458,cg05445326,18893.4855224683,1519.89754486612,0.0
5459,cg05446471,15486.4393791602,2215.43937946328,0.0
5460,cg05449414,537.386805177308,16918.4855224683,0.0
5461,cg05449607,483.26231458725096,11540.485522468301,0.0
5462,cg05450995,414.963025882432,14392.485522468301,0.0
5463,cg05451974,185.49640155855099,15913.4393791602,0.0
5464,cg05454446,2213.48595629808,11685.485522468301,0.0
5465,cg05457411,191.731875514206,8451.43937916019,0.0
5466,cg05459203,234.28828715873502,13054.485522468301,0.0
5467,cg05461276,6445.439379160191,958.118939464116,0.0
5468,cg05461841,1738.4400548121803,14651.4393791602,0.0
5469,cg05462826,290.621179719633,17584.4393791602,0.0
5470,cg05463705,316.45109692712003,22745.4855224683,0.0
5471,cg05465755,250.821321356848,31551.4855224683,0.0
5472,cg05467106,399.996712005353,30555.4855224683,0.0
5473,cg05467167,296.81949750414,13808.4393791602,0.0
5474,cg05467458,1365.8274828692,7643.485522468271,0.0
5475,cg05467918,213.17605574533502,5678.439379160191,0.0
5476,cg05468303,3073.48552247077,12139.485522468301,0.0
5477,cg05469695,1131.9536554492802,28636.4855224683,0.0
5478,cg05471297,2807.48552262765,27471.4855224683,0.0
5479,cg05471521,2018.43938834406,1979.4393965319198,0.0
5480,cg05471775,190.792610387645,5130.43937916019,0.0
5481,cg05472874,23752.4855224683,25866.4855224683,0.0
5482,cg05473175,534.442546699946,22672.4855224683,0.0
5483,cg05473677,21017.4855224683,31577.4855224683,0.0
5484,cg05473871,271.959238243561,9571.48552246827,0.0
5485,cg05475028,353.423498969052,22362.4855224683,0.0
5486,cg05475277,12352.4393791602,1609.4433178995,0.0
5487,cg05475904,7940.485522468271,5360.485522468271,0.0
5488,cg05477024,431.44743870123904,8349.43937916019,0.0
5489,cg05477027,379.62663874194504,17548.4393791602,0.0
5490,cg05480532,11187.4393791602,5596.439379160191,0.0
5491,cg05482722,7513.485522468271,502.618177668473,0.0
5492,cg05483509,5807.485522468271,11698.485522468301,0.0
5493,cg05484458,12012.485522468301,3031.48552247322,0.0
5494,cg05484920,794.0078307593479,35682.4855224683,0.0
5495,cg05485060,1273.64361978326,1457.46574857871,0.0
5496,cg05485062,4378.485522468271,7175.485522468271,0.0
5497,cg05486551,240.05059913711398,2300.48567569542,0.0
5498,cg05488632,12158.485522468301,5413.485522468271,0.0
5499,cg05492113,10758.4855224683,7151.485522468271,0.0
5500,cg05492270,193.25112423898997,7029.439379160191,0.0
5501,cg05492503,490.153568371028,30321.4855224683,0.0
5502,cg05492605,232.047739295266,14568.485522468301,0.0
5503,cg05492845,363.153788244563,23168.4855224683,0.0
5504,cg05494069,217.753477725508,12297.4393791602,0.0
5505,cg05494459,7274.485522468271,17702.4855224683,0.0
5506,cg05497107,393.38681694188995,23594.4855224683,0.0
5507,cg05497616,229.478914075628,24945.4855224683,0.0
5508,cg05498681,5920.439379160191,6278.439379160191,0.0
5509,cg05499853,231.124770001392,10214.4855224683,0.0
5510,cg05500015,2124.4867290172697,15256.485522468301,0.0
5511,cg05500074,22531.4393791602,8992.43937916019,0.0
5512,cg05501276,437.12398224000196,36452.4855224683,0.0
5513,cg05501357,2913.4393791601897,3712.4393791601897,0.0
5514,cg05501584,688.178032664019,10589.4855224683,0.0
5515,cg05501658,423.34164822193395,21395.4393791602,0.0
5516,cg05501682,1530.86259233072,26118.4855224683,0.0
5517,cg05501721,246.051668641524,26374.4855224683,0.0
5518,cg05503412,240.83670163308798,17898.4855224683,0.0
5519,cg05507459,2262.4857650796803,12541.485522468301,0.0
5520,cg05507894,197.53569654423902,13680.4393791602,0.0
5521,cg05508048,276.065527354964,15270.4393791602,0.0
5522,cg05508067,1376.7248005181698,11898.485522468301,0.0
5523,cg05508084,355.911266107698,9528.48552246827,0.0
5524,cg05508558,359.508069696053,7385.439379160191,0.0
5525,cg05510041,885.0497789608771,29055.4855224683,0.0
5526,cg05511517,1629.65046960657,34811.4855224683,0.0
5527,cg05511685,2386.4393791723,281.829936433594,0.0
5528,cg05511752,7886.485522468271,11711.485522468301,0.0
5529,cg05512099,1593.70967343659,1885.50078552742,0.0
5530,cg05512756,8094.439379160191,13637.4393791602,0.0
5531,cg05516537,453.847310195945,9198.48552246827,0.0
5532,cg05516832,379.419863981353,23312.4855224683,0.0
5533,cg05517572,4509.485522468271,22092.4855224683,0.0
5534,cg05517711,7975.439379160191,9840.43937916019,0.0
5535,cg05518543,236.39640882254102,9009.43937916019,0.0
5536,cg05520656,1253.43477226077,11514.485522468301,0.0
5537,cg05521696,10000.4393791602,10996.4393791602,0.0
5538,cg05522288,305.275655799305,13879.485522468301,0.0
5539,cg05522383,1880.50156543203,18133.4855224683,0.0
5540,cg05523047,229.151890577922,19696.4393791602,0.0
5541,cg05523085,210.063961062612,8386.43937916019,0.0
5542,cg05523254,193.25112423898997,16632.4393791602,0.0
5543,cg05526376,217.288627315253,11017.4393791602,0.0
5544,cg05528918,4796.485522468271,362.42046974967906,0.0
5545,cg05529097,330.478590726656,5296.485522468271,0.0
5546,cg05531055,862.410444702754,31645.4855224683,0.0
5547,cg05532892,370.977290859205,10071.4855224683,0.0
5548,cg05535113,458.621339902361,2073.43938281945,0.0
5549,cg05538387,176.939895381593,12333.4393791602,0.0
5550,cg05538432,1281.91510930914,523.408652430018,0.0
5551,cg05546038,15157.485522468301,7970.485522468271,0.0
5552,cg05546044,4232.43937916019,5071.43937916019,0.0
5553,cg05546383,9067.48552246827,349.562741561979,0.0
5554,cg05547500,23686.4855224683,4097.485522468271,0.0
5555,cg05547993,146.330217565193,9603.43937916019,0.0
5556,cg05552534,235.422182811629,16637.4855224683,0.0
5557,cg05554718,981.216113468729,4814.485522468271,0.0
5558,cg05554936,257.272513618279,21634.4855224683,0.0
5559,cg05556020,24564.4855224683,4395.485522468271,0.0
5560,cg05556202,11248.4393791602,1555.4472892010401,0.0
5561,cg05556210,586.165598130765,29917.4855224683,0.0
5562,cg05556717,8733.43937916019,6593.439379160191,0.0
5563,cg05558390,6974.485522468271,3987.48552246827,0.0
5564,cg05559445,8272.48552246827,9038.48552246827,0.0
5565,cg05562327,1495.98434807318,32848.4855224683,0.0
5566,cg05562817,1155.08333488636,33230.4855224683,0.0
5567,cg05564251,8939.43937916019,2322.4393792017604,0.0
5568,cg05564266,1404.4883111825302,773.85354661855,0.0
5569,cg05564657,13478.4393791602,535.839644449228,0.0
5570,cg05565537,6942.439379160191,509.097313800119,0.0
5571,cg05566397,243.220739811819,10582.4855224683,0.0
5572,cg05566965,320.720794352152,31156.4855224683,0.0
5573,cg05568762,247.09277700659803,19105.4393791602,0.0
5574,cg05569220,13270.4393791602,16950.4393791602,0.0
5575,cg05570980,5274.485522468271,32763.4855224683,0.0
5576,cg05573563,2669.43937916022,2919.4393791601897,0.0
5577,cg05575043,286.96445562237005,10758.4855224683,0.0
5578,cg05576974,258.152923740817,20742.4855224683,0.0
5579,cg05577173,607.802353516583,17132.4855224683,0.0
5580,cg05585544,2100.43938146827,272.753279843106,0.0
5581,cg05587158,9091.48552246827,13284.485522468301,0.0
5582,cg05587474,299.424871799855,12733.4393791602,0.0
5583,cg05587736,2371.48558607135,248.314133145177,0.0
5584,cg05588972,303.964617190183,12956.4393791602,0.0
5585,cg05589246,19425.4855224683,15495.485522468301,0.0
5586,cg05590257,193.519361045921,16294.485522468301,0.0
5587,cg05590294,1221.78569633756,889.700435156588,0.0
5588,cg05590567,429.11471048121103,19068.4393791602,0.0
5589,cg05590982,889.700435156588,11328.4393791602,0.0
5590,cg05592398,20736.4855224683,31698.4855224683,0.0
5591,cg05592434,8487.43937916019,20724.4393791602,0.0
5592,cg05592527,5818.439379160191,21876.4393791602,0.0
5593,cg05593300,230.674809724182,4545.43937916019,0.0
5594,cg05593325,2230.48587759184,14388.485522468301,0.0
5595,cg05593479,211.81901348478002,7167.485522468271,0.0
5596,cg05593780,221.291331549776,10627.4393791602,0.0
5597,cg05594230,5760.439379160191,6024.439379160191,0.0
5598,cg05595345,518.835660747146,28011.4855224683,0.0
5599,cg05596294,444.51844359258905,3354.4393791601897,0.0
5600,cg05596756,13323.485522468301,5350.485522468271,0.0
5601,cg05598246,1933.4949180031301,2313.4856531731302,0.0
5602,cg05600174,240.969842535824,6354.439379160191,0.0
5603,cg05600717,592.039201302305,9386.43937916019,0.0
5604,cg05602212,1188.0238858625,36684.4855224683,0.0
5605,cg05602615,366.85096887658096,27733.4855224683,0.0
5606,cg05603623,201.161274875761,12561.4393791602,0.0
5607,cg05604720,214.53282226977902,10098.4393791602,0.0
5608,cg05606799,4984.485522468271,16134.485522468301,0.0
5609,cg05607127,592.643847406167,32594.4855224683,0.0
5610,cg05607401,3116.4855224695,2212.48596141584,0.0
5611,cg05607472,217.826510312422,19386.4855224683,0.0
5612,cg05608188,240.63977669016103,9652.48552246827,0.0
5613,cg05610148,426.090236142304,23438.4855224683,0.0
5614,cg05610379,270.526449689208,28620.4855224683,0.0
5615,cg05612904,271.002721174115,18504.4855224683,0.0
5616,cg05615150,3879.48552246827,3823.48552246827,0.0
5617,cg05615487,13589.485522468301,6302.485522468271,0.0
5618,cg05619712,1360.5197062747197,2727.4393791601997,0.0
5619,cg05621401,192.10978392124298,12025.4393791602,0.0
5620,cg05621759,4398.43937916019,381.660298730236,0.0
5621,cg05624196,614.505121813296,4143.485522468271,0.0
5622,cg05624932,497.522736873572,11675.4393791602,0.0
5623,cg05626013,229.657772242372,3605.4393791601897,0.0
5624,cg05627103,1120.43060851484,19697.4855224683,0.0
5625,cg05628549,13816.485522468301,19767.4855224683,0.0
5626,cg05633152,14747.485522468301,1865.50413760026,0.0
5627,cg05636175,24722.4855224683,19794.4855224683,0.0
5628,cg05637351,343.80392990667,11913.4393791602,0.0
5629,cg05637892,403.355713468357,17497.4855224683,0.0
5630,cg05641882,335.402494173669,15767.4393791602,0.0
5631,cg05641961,205.321395075102,15143.4393791602,0.0
5632,cg05642698,236.374116846134,16235.485522468301,0.0
5633,cg05646865,23425.4855224683,1706.5691569938401,0.0
5634,cg05647526,265.143155195052,10383.4855224683,0.0
5635,cg05647859,286.184012161837,5779.485522468271,0.0
5636,cg05649009,700.915677845352,575.858888654191,0.0
5637,cg05650171,3894.4393791601897,15246.4393791602,0.0
5638,cg05650565,363.153788244563,23522.4855224683,0.0
5639,cg05650764,281.486131629168,13192.4393791602,0.0
5640,cg05654163,1532.44994710425,3412.4393791601897,0.0
5641,cg05654164,3809.4393791601897,7780.439379160191,0.0
5642,cg05655041,1938.4944486248398,710.738831208797,0.0
5643,cg05655556,234.814243473221,13211.4393791602,0.0
5644,cg05656180,6549.485522468271,6851.485522468271,0.0
5645,cg05656364,3451.4855224682697,19542.4855224683,0.0
5646,cg05657090,10293.4393791602,2079.4393824649696,0.0
5647,cg05657520,13856.485522468301,2402.4855654306198,0.0
5648,cg05658858,215.44512166415402,15195.4393791602,0.0
5649,cg05659526,15421.485522468301,658.279992342205,0.0
5650,cg05659947,5660.485522468271,14990.485522468301,0.0
5651,cg05660795,6603.439379160191,18667.4393791602,0.0
5652,cg05661333,282.330447852683,20660.4855224683,0.0
5653,cg05661838,518.835660747146,20770.4855224683,0.0
5654,cg05662500,502.06895830458603,27042.4855224683,0.0
5655,cg05663262,2266.43937927916,1141.19361277116,0.0
5656,cg05664072,1471.4616892163199,6965.439379160191,0.0
5657,cg05666713,21591.4393791602,6936.439379160191,0.0
5658,cg05668720,217.056800850932,11634.4393791602,0.0
5659,cg05668853,23941.4855224683,17769.4855224683,0.0
5660,cg05669100,232.41866248337,6856.485522468271,0.0
5661,cg05669210,281.316377235813,5064.485522468271,0.0
5662,cg05669980,315.547014330565,29241.4855224683,0.0
5663,cg05670275,422.48925420861804,28736.4855224683,0.0
5664,cg05670348,742.477086784089,25285.4855224683,0.0
5665,cg05670408,443.24702523520995,30758.4855224683,0.0
5666,cg05670596,11007.4393791602,10783.4393791602,0.0
5667,cg05671018,6391.439379160191,648.316842674712,0.0
5668,cg05671350,4612.43937916019,6513.439379160191,0.0
5669,cg05672265,223.701233206611,19483.4393791602,0.0
5670,cg05673087,7813.485522468271,19489.4855224683,0.0
5671,cg05674036,3660.4393791601897,4405.43937916019,0.0
5672,cg05674199,1146.39711290556,13646.485522468301,0.0
5673,cg05674444,262.222575696323,2620.4393791602897,0.0
5674,cg05674944,2590.4393791603798,15085.4393791602,0.0
5675,cg05675373,23277.4855224683,25292.4855224683,0.0
5676,cg05676042,190.605696325576,9832.43937916019,0.0
5677,cg05677402,216.17407749461202,29237.4855224683,0.0
5678,cg05678175,261.272819860409,15464.485522468301,0.0
5679,cg05678938,248.803776367812,16966.4393791602,0.0
5680,cg05679521,231.18597859685903,7043.439379160191,0.0
5681,cg05679613,2431.4855520943897,267.93043286210496,0.0
5682,cg05680424,217.288627315253,8655.43937916019,0.0
5683,cg05681757,1631.64765012245,6123.485522468271,0.0
5684,cg05684015,288.79826057632005,13550.485522468301,0.0
5685,cg05684195,35314.4855224683,11808.485522468301,0.0
5686,cg05684891,9127.43937916019,16514.4393791602,0.0
5687,cg05688084,193.442464679535,6226.439379160191,0.0
5688,cg05689121,276.065527354964,15611.4393791602,0.0
5689,cg05695927,251.695482824202,14960.4393791602,0.0
5690,cg05696092,1872.5028921935602,9909.48552246827,0.0
5691,cg05697231,571.2983067033821,12258.4393791602,0.0
5692,cg05697249,3425.4855224682697,9860.48552246827,0.0
5693,cg05697976,1717.44028785528,808.744039068403,0.0
5694,cg05698069,24891.4855224683,16378.485522468301,0.0
5695,cg05698090,2414.48555932635,7407.485522468271,0.0
5696,cg05699592,200.203512737055,10270.4855224683,0.0
5697,cg05699806,279.776013040411,6080.439379160191,0.0
5698,cg05700681,6989.439379160191,560.766492306874,0.0
5699,cg05701114,6542.485522468271,25576.4855224683,0.0
5700,cg05702633,224.308051688779,14884.485522468301,0.0
5701,cg05702737,21601.4855224683,18481.4855224683,0.0
5702,cg05702774,195.568522098577,280.11685251122003,0.0
5703,cg05702952,361.324292586015,28746.4855224683,0.0
5704,cg05705366,449.95776686269005,20743.4855224683,0.0
5705,cg05705583,378.25351911757696,12913.485522468301,0.0
5706,cg05706061,1201.6410294146401,6693.485522468271,0.0
5707,cg05709923,670.543921239852,31413.4855224683,0.0
5708,cg05711886,16258.485522468301,6084.485522468271,0.0
5709,cg05714219,252.51578156198897,17594.4855224683,0.0
5710,cg05714479,276.82235738873,22674.4855224683,0.0
5711,cg05714729,3253.4393791601897,525.1409421030941,0.0
5712,cg05715287,238.685115633142,6448.485522468271,0.0
5713,cg05715649,7798.485522468271,5524.485522468271,0.0
5714,cg05717160,308.740628048703,22939.4855224683,0.0
5715,cg05718253,14074.4393791602,632.698417069273,0.0
5716,cg05718625,217.520852687707,5932.439379160191,0.0
5717,cg05719902,12531.485522468301,24730.4855224683,0.0
5718,cg05720937,311.083210475461,23115.4855224683,0.0
5719,cg05721199,1237.76146957763,276.32993822547996,0.0
5720,cg05722552,659.980539892415,6955.439379160191,0.0
5721,cg05722906,1903.43943718958,12399.4393791602,0.0
5722,cg05722918,500.9725112575,31328.4855224683,0.0
5723,cg05723825,18073.4855224683,29498.4855224683,0.0
5724,cg05724065,3243.4393791601897,13236.4393791602,0.0
5725,cg05725452,250.821321356848,23952.4855224683,0.0
5726,cg05726109,41301.4855224683,2916.4855224987,0.0
5727,cg05727959,236.183216743926,25808.4855224683,0.0
5728,cg05728656,270.051497554319,24238.4855224683,0.0
5729,cg05729093,211.833166465894,12437.4393791602,0.0
5730,cg05730092,4819.43937916019,600.647914836794,0.0
5731,cg05731779,4699.43937916019,795.81850714215,0.0
5732,cg05732130,192.488958207205,12109.4393791602,0.0
5733,cg05732530,263.766767144197,28137.4855224683,0.0
5734,cg05739825,247.661124583037,14500.4393791602,0.0
5735,cg05740244,769.3098100800729,2946.4393791601897,0.0
5736,cg05741384,377.10246611304,21343.4393791602,0.0
5737,cg05742308,205.04109629016003,5362.485522468271,0.0
5738,cg05743054,331.085953365298,21673.4393791602,0.0
5739,cg05744229,666.703076698748,275.73170859808397,0.0
5740,cg05745457,10639.4855224683,8826.48552246827,0.0
5741,cg05745851,332.09248162288503,17804.4855224683,0.0
5742,cg05747424,335.026090625085,27021.4855224683,0.0
5743,cg05749161,33105.4855224683,23640.4855224683,0.0
5744,cg05749577,268.634517291795,23095.4855224683,0.0
5745,cg05749792,3045.4393791601897,2159.43937998589,0.0
5746,cg05750321,11829.485522468301,287.225331012662,0.0
5747,cg05751148,19591.4393791602,7464.439379160191,0.0
5748,cg05751159,353.070075102156,28267.4855224683,0.0
5749,cg05751979,305.498696870628,15702.4393791602,0.0
5750,cg05754589,224.48305678614497,8249.48552246827,0.0
5751,cg05754631,406.32471531108,9483.48552246827,0.0
5752,cg05755354,9109.48552246827,12399.485522468301,0.0
5753,cg05755779,9283.48552246827,811.415680773999,0.0
5754,cg05755837,658.996145672146,18495.4855224683,0.0
5755,cg05759269,251.666232226191,12223.485522468301,0.0
5756,cg05761032,190.232802283419,11391.4393791602,0.0
5757,cg05761971,1053.10685429573,459.244685063013,0.0
5758,cg05764061,325.704152279986,5162.485522468271,0.0
5759,cg05764376,265.35008688397005,13715.4393791602,0.0
5760,cg05764607,240.443118237751,19280.4855224683,0.0
5761,cg05766425,554.077872287766,19332.4393791602,0.0
5762,cg05766474,17973.4393791602,1875.4394685771103,0.0
5763,cg05767404,410.38056976928704,4907.43937916019,0.0
5764,cg05768141,9765.48552246827,10885.4855224683,0.0
5765,cg05769161,218.687989714685,8988.43937916019,0.0
5766,cg05769169,215.674176876829,12524.4393791602,0.0
5767,cg05772663,2515.48553231145,16209.485522468301,0.0
5768,cg05773628,219.157663473333,4304.43937916019,0.0
5769,cg05774801,2810.48552262068,5131.485522468271,0.0
5770,cg05776763,1116.59611905559,24121.4855224683,0.0
5771,cg05777319,184.25571240075803,12533.4393791602,0.0
5772,cg05778847,5666.485522468271,8176.485522468271,0.0
5773,cg05779068,759.924507028398,2490.4855361855202,0.0
5774,cg05779272,14095.485522468301,11897.485522468301,0.0
5775,cg05780311,316.45109692712003,27445.4855224683,0.0
5776,cg05780616,338.907770873645,18250.4393791602,0.0
5777,cg05781767,2227.4393794038897,3252.4393791601897,0.0
5778,cg05782292,18366.4855224683,2529.48553063013,0.0
5779,cg05782445,18302.4855224683,22176.4855224683,0.0
5780,cg05782975,12936.485522468301,9607.48552246827,0.0
5781,cg05786601,17061.4393791602,20052.4393791602,0.0
5782,cg05786809,225.41309329383597,9845.43937916019,0.0
5783,cg05788437,334.698307377883,26599.4855224683,0.0
5784,cg05788526,338.995440878891,9258.48552246827,0.0
5785,cg05788638,14564.485522468301,19809.4855224683,0.0
5786,cg05790038,18147.4855224683,12893.485522468301,0.0
5787,cg05790999,193.789869206223,30813.4855224683,0.0
5788,cg05793077,549.654718874046,19773.4393791602,0.0
5789,cg05795157,191.920671791604,9715.43937916019,0.0
5790,cg05795313,284.601906486627,8427.43937916019,0.0
5791,cg05797656,426.99645316129096,29358.4855224683,0.0
5792,cg05798712,3435.4855224682697,962.9075740909401,0.0
5793,cg05798972,841.796406713038,28485.4855224683,0.0
5794,cg05799317,2399.4855671031896,1102.24703613408,0.0
5795,cg05800321,15412.4393791602,1950.43940683943,0.0
5796,cg05801573,8273.48552246827,13651.485522468301,0.0
5797,cg05801648,237.332487273893,5461.485522468271,0.0
5798,cg05806233,198.13233662335702,11319.4393791602,0.0
5799,cg05807444,24009.4855224683,10168.4855224683,0.0
5800,cg05807768,345.760656876016,19891.4855224683,0.0
5801,cg05807991,220.176710094285,7401.485522468271,0.0
5802,cg05810550,936.796382541299,2365.43937917841,0.0
5803,cg05812599,4123.485522468271,813.085880343259,0.0
5804,cg05813084,322.26610760755904,17806.4855224683,0.0
5805,cg05813234,426.79542253678704,2242.43937934542,0.0
5806,cg05815893,247.487490516945,7971.485522468271,0.0
5807,cg05815906,332.09248162288503,6522.485522468271,0.0
5808,cg05817232,266.934376820391,5353.43937916019,0.0
5809,cg05819268,12080.4393791602,220.576429268622,0.0
5810,cg05820087,1178.96640426796,4998.43937916019,0.0
5811,cg05822100,6123.485522468271,11118.485522468301,0.0
5812,cg05822532,8211.43937916019,12932.4393791602,0.0
5813,cg05823029,14769.4393791602,18058.4393791602,0.0
5814,cg05824215,2422.48555573247,1168.6237458214698,0.0
5815,cg05824432,261.912809244419,23708.4393791602,0.0
5816,cg05824484,485.899709141943,39240.4855224683,0.0
5817,cg05824762,221.76999146240897,13285.4393791602,0.0
5818,cg05825950,8456.43937916019,17508.4393791602,0.0
5819,cg05826823,8579.43937916019,7241.439379160191,0.0
5820,cg05828624,3281.4393791601897,5072.43937916019,0.0
5821,cg05829479,250.24333261330102,2430.4393791652697,0.0
5822,cg05830416,364.995988191629,23346.4855224683,0.0
5823,cg05832051,422.48925420861804,12443.485522468301,0.0
5824,cg05832487,308.740628048703,18043.4855224683,0.0
5825,cg05835416,5720.485522468271,3372.48552246828,0.0
5826,cg05836145,32697.4855224683,17209.4855224683,0.0
5827,cg05837075,259.482658583478,19953.4855224683,0.0
5828,cg05839235,1026.63241460423,34600.4855224683,0.0
5829,cg05840031,3958.48552246827,39054.4855224683,0.0
5830,cg05840553,254.228911283427,18682.4855224683,0.0
5831,cg05843340,200.54932943068803,20983.4393791602,0.0
5832,cg05843800,303.201501976646,13240.4393791602,0.0
5833,cg05844583,164.182697645271,7227.439379160191,0.0
5834,cg05845178,240.152911957845,18471.4393791602,0.0
5835,cg05845357,217.49428639079602,13574.485522468301,0.0
5836,cg05845503,271.959238243561,25943.4855224683,0.0
5837,cg05846716,1589.4444927945,5823.439379160191,0.0
5838,cg05847038,300.551074929923,841.389458153415,0.0
5839,cg05847778,250.610815031082,17569.4855224683,0.0
5840,cg05851042,6339.439379160191,211.61068963339198,0.0
5841,cg05851163,493.910173845636,21473.4855224683,0.0
5842,cg05852416,253.369998237934,19315.4855224683,0.0
5843,cg05855071,200.75296626528703,4066.4393791601897,0.0
5844,cg05856884,2163.4393799295103,1482.4589210290899,0.0
5845,cg05856931,342.692932343591,18967.4855224683,0.0
5846,cg05857825,189.490733537014,5591.439379160191,0.0
5847,cg05859264,1514.4525961303302,4760.43937916019,0.0
5848,cg05859842,1637.44209704948,753.049595335815,0.0
5849,cg05860890,6216.485522468271,39561.4855224683,0.0
5850,cg05861567,1454.4667045564902,799.50333233165,0.0
5851,cg05861661,257.053166771763,5510.485522468271,0.0
5852,cg05862431,254.444376769251,12382.485522468301,0.0
5853,cg05863612,1914.43942803816,190.419093826897,0.0
5854,cg05868316,261.497981328661,26323.4855224683,0.0
5855,cg05868799,4973.485522468271,20356.4855224683,0.0
5856,cg05869585,16593.4393791602,1512.4529264947303,0.0
5857,cg05869964,6755.485522468271,308.740628048703,0.0
5858,cg05871136,488.553454341755,16959.4855224683,0.0
5859,cg05871607,757.5285593605349,36749.4855224683,0.0
5860,cg05872485,274.373901402142,17742.4855224683,0.0
5861,cg05873268,12853.4393791602,6156.439379160191,0.0
5862,cg05874450,1080.34297040321,22278.4855224683,0.0
5863,cg05874478,2924.4855224951502,13495.485522468301,0.0
5864,cg05876083,407.178152414337,29515.4855224683,0.0
5865,cg05876094,1208.46037122387,36893.4855224683,0.0
5866,cg05876918,285.92459011982896,14047.485522468301,0.0
5867,cg05877109,1242.71993579239,6708.439379160191,0.0
5868,cg05879334,223.26288135820099,22151.4855224683,0.0
5869,cg05879919,795.81850714215,22040.4393791602,0.0
5870,cg05881135,427.45046034681,19285.4855224683,0.0
5871,cg05881762,216.36370735188402,3604.4393791601897,0.0
5872,cg05882522,483.788487626638,22407.4855224683,0.0
5873,cg05882691,475.74953762008204,4146.43937916019,0.0
5874,cg05885123,8334.48552246827,11672.485522468301,0.0
5875,cg05885720,3544.4393791601897,425.640812629962,0.0
5876,cg05886367,604.590751250476,7208.439379160191,0.0
5877,cg05886626,251.695482824202,2890.4393791601897,0.0
5878,cg05887405,5035.485522468271,360.959911237365,0.0
5879,cg05889321,1520.45165016759,11229.4393791602,0.0
5880,cg05890019,787.552271478798,16593.4393791602,0.0
5881,cg05890484,7900.439379160191,3147.4393791601897,0.0
5882,cg05890578,212.29536978037498,14583.485522468301,0.0
5883,cg05894797,1338.1241715619,25642.4855224683,0.0
5884,cg05895453,1761.53602298322,3791.48552246827,0.0
5885,cg05896682,1502.45469881452,4575.43937916019,0.0
5886,cg05897048,13210.485522468301,13914.485522468301,0.0
5887,cg05898102,343.80392990667,9090.43937916019,0.0
5888,cg05898356,576.621702448321,25408.4393791602,0.0
5889,cg05898524,1392.49548258,6179.439379160191,0.0
5890,cg05899618,2304.48566839442,20604.4855224683,0.0
5891,cg05902852,730.731826849781,23027.4393791602,0.0
5892,cg05903609,307.00085512619,9413.48552246827,0.0
5893,cg05903630,376.320253454685,16162.485522468301,0.0
5894,cg05905876,278.805797546265,15936.485522468301,0.0
5895,cg05906362,14944.4393791602,14771.4393791602,0.0
5896,cg05908775,332.09248162288503,12132.485522468301,0.0
5897,cg05909475,4736.43937916019,6810.439379160191,0.0
5898,cg05910970,21767.4855224683,5613.485522468271,0.0
5899,cg05911610,224.13327864063,16456.4855224683,0.0
5900,cg05912121,14378.4393791602,3288.4393791601897,0.0
